id,druh_odpadu_id,draha_id,pripustnost,regulacna_trieda,poznamka,uroven_dokazu
65,69,6,podmienene,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
66,69,8,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
67,69,7,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
68,69,2,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
69,69,1,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
70,69,3,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
71,69,4,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
72,69,5,podmienene,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
73,40,9,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
74,40,6,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
75,40,8,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
76,40,7,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
77,40,2,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
78,40,1,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
79,40,3,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
80,40,4,podmienene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
81,40,5,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
82,67,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
83,67,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
84,67,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
85,67,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
86,67,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
87,67,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
88,67,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
89,67,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
90,67,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
91,45,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
92,45,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
93,45,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
94,45,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
95,45,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
96,45,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
97,45,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
98,45,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
99,45,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
100,81,9,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
101,81,6,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
102,81,8,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
103,81,7,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
104,81,2,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
105,81,1,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
106,81,3,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
107,81,4,podmienene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
108,81,5,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
109,82,9,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
110,82,6,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
111,82,8,podmienene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
112,82,7,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
113,82,2,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
114,82,1,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
115,82,3,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
116,82,4,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
117,82,5,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
118,80,9,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
119,80,6,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
120,80,8,podmienene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
121,80,7,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
122,80,2,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
123,80,1,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
124,80,3,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
125,80,4,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
126,80,5,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
127,54,9,povolene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
128,54,6,podmienene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
129,54,8,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
130,54,7,podmienene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
131,54,2,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
132,54,1,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
133,54,3,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
134,54,4,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
135,54,5,podmienene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
136,55,9,povolene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
137,55,6,podmienene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
138,55,8,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
139,55,7,podmienene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
140,55,2,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
141,55,1,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
142,55,3,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
143,55,4,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
144,55,5,podmienene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
145,9,9,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
146,9,6,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
147,9,8,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
148,9,7,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
149,9,2,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
150,9,1,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
151,9,3,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
152,9,4,podmienene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
153,9,5,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
154,7,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
155,7,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
156,7,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
157,7,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
158,7,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
159,7,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
160,7,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
161,7,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
162,7,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
163,56,9,povolene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
164,56,6,podmienene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
165,56,8,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
166,56,7,podmienene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
167,56,2,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
168,56,1,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
169,56,3,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
170,56,4,zakazane,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
171,56,5,podmienene,hnoj,Hnoj a exkrementy sú zakázaným substrátom pre hmyz určený do krmív. Výskum technického využitia prebieha.,D
172,11,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
173,11,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
174,11,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
175,11,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
176,11,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
177,11,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
178,11,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
179,11,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
180,11,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
181,64,9,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
182,64,6,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
183,64,8,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
184,64,7,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
185,64,2,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
186,64,1,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
187,64,3,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
188,64,4,podmienene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
189,64,5,povolene,byvala_potravina_bez_zvp,Bývalé potraviny bez mäsa a rýb - prípustná kŕmna surovina podľa nar. (EÚ) 68/2013.,D
190,58,9,zakazane,zvp_kat1,Kategória 1 - povinné spálenie alebo spoluspálenie. Zo všetkých dráh vylúčené.,D
191,58,6,zakazane,zvp_kat1,Kategória 1 - povinné spálenie alebo spoluspálenie. Zo všetkých dráh vylúčené.,D
192,58,8,zakazane,zvp_kat1,Kategória 1 - povinné spálenie alebo spoluspálenie. Zo všetkých dráh vylúčené.,D
193,58,7,zakazane,zvp_kat1,Kategória 1 - povinné spálenie alebo spoluspálenie. Zo všetkých dráh vylúčené.,D
194,58,2,zakazane,zvp_kat1,Kategória 1 - povinné spálenie alebo spoluspálenie. Zo všetkých dráh vylúčené.,D
